-2.212829949454593148e+01,2.108481237070277015e+00,-6.832328068819343514e+00
-1.995518898578432854e+01,4.290061370331981205e-01,-6.388917908937898460e+00
-2.385051565677355612e+01,5.093405166106788506e+00,-9.013909463125354682e-01
-3.004372761399120861e+01,-5.548381415787873472e+00,4.714509902793392548e+00
-2.402815185953548038e+01,-1.071576847097038820e+00,-1.937333587465331020e+00
-3.361058669008133393e+01,1.891804851515040076e+00,4.893039640267028645e+00
-2.662194936638304199e+01,-6.221901642747782901e+00,8.673437796405719657e-02
-2.128087721769092155e+01,2.246640297774040729e+00,-5.951662831041240054e+00
-3.269033685548822632e+01,-8.749993965738200430e+00,8.891558416254961017e+00
-3.012172430178332050e+01,-7.616885721710168866e+00,4.150761367381494260e+00
-2.297588531242590548e+01,-4.911578468448499102e+00,-2.030877942435646233e+00
-2.655582708648766399e+01,-2.180752622274172658e+00,1.447299859630550634e+00
-2.974845847485817174e+01,-5.305934179675832141e+00,3.392543823993698027e+00
-2.545422159857896460e+01,-3.707215041620075979e+00,-5.633583040693681543e-01
-3.040295131718391985e+01,-7.814935057683308095e+00,5.422897802749321983e+00
-3.048586166612389903e+01,-3.364050655698478387e+00,3.388711186723640800e+00
-3.055570316028423861e+01,-1.272238414209071466e+00,3.684748912641286456e+00
-2.499972340359674661e+01,-1.359826671184318325e+00,-1.593359900056817047e+00
-2.429272526395650544e+01,1.195866751586474663e+01,-6.927562101242444648e+00
-2.466081051205159014e+01,-1.268087350121124501e+00,-1.365256385836026709e+00
-2.875876438733944696e+01,-7.176567855333623847e+00,4.379837714897747425e+00
-2.917205640902632169e+01,-7.281054628861119760e+00,3.874848839487891716e+00
-3.198315075732864798e+01,-5.958457790639832830e+00,4.469001556579798695e+00
-2.869301938569056887e+01,-6.666391539657914755e+00,2.788465316467889643e-01
-2.340572796713751913e+01,-3.112925831400507715e+00,-2.205435517336205020e+00
-2.455887185208538170e+01,9.176568369457436702e+00,-1.816267247328997581e+00
-2.631139649496088850e+01,-4.205573502903868999e+00,1.124631183076129526e+00
-3.102980056885774829e+01,-3.760027045715826688e+00,5.891814848763431200e+00
-2.724542894809177085e+01,-2.131714566671143896e+00,-2.976481938695376694e-01
-3.102978030364015183e+01,9.468520972524776980e+00,2.074217736747999419e-01
-2.571429527194493758e+01,-5.774372784117336899e+00,-5.067631676704356103e-01
-3.253970615870110805e+01,-8.424801005937361253e+00,6.392881395414288015e+00
-3.202393045550572737e+01,-8.295007675086845111e+00,5.724597155231194279e+00
-2.381831279928639233e+01,-5.440425919217660500e+00,6.349168497125506905e-02
-2.930978159295480978e+01,-7.151266183402724685e+00,2.741029708968465872e+00
-2.039696107087726773e+01,-4.129981548461346463e+00,-4.575798116094611956e+00
-3.284843101581572000e+01,-6.411889488207832777e+00,6.414786697673733329e+00
-3.317547935950489091e+01,-1.133214250765305797e+00,4.998645661475376478e+00
-2.669997759229636003e+01,-4.303369920254411340e+00,9.184060237343126820e-01
-2.907510872078657727e+01,9.155732226816567509e-01,4.512852286346917374e+00
-2.914661654768843135e+01,1.899426051083871059e+01,1.795242089118999518e+00
-2.928230391986723191e+01,1.376878538809164665e+00,1.384140374838700671e+00
