-2.364040496177817019e+01,2.931906464473833296e+00
-2.579932989932515142e+01,-8.254779589553803421e-01
-2.779517084558866813e+01,1.553212009695446483e+00
-2.939523116806869041e+01,-5.185823546407540618e+00
-2.813189063443523708e+01,-3.866250063060387987e+00
-2.948735008642414712e+01,1.680589213005086791e+00
-2.836145592242736768e+01,-4.067348003483456154e+00
-2.831187237347368324e+01,-1.858640395073617002e+00
-3.143694588029312342e+01,-6.462322337518466853e+00
-2.780898009070086019e+01,-4.122011208123773862e+00
-2.984974134426868630e+01,-3.196141904647475496e+00
-2.659269403554409195e+01,-3.833834152615843038e+00
-2.785778798348930607e+01,-3.846285478175759831e+00
-2.796431364624536542e+01,-3.926830433271848442e+00
-2.985583749709199708e+01,-5.296208676606283028e+00
-3.480494379107327063e+01,-1.047862200402587263e+00
-3.070896666134678910e+01,4.595811016445240149e+00
-3.016134928831456463e+01,-2.943728774462723852e+00
-2.412830152016443108e+01,1.627127353654229003e+00
-2.830336317603793717e+01,1.907000076821125711e+00
-2.809899716279798909e+01,-4.692930476113060578e+00
-2.684006246621709835e+01,-3.723172555126886607e+00
-2.934298517351065172e+01,-4.133854440212108017e+00
-2.625379049070419768e+01,-1.379345650897549902e-01
-2.519027190279785700e+01,-1.147334981172841495e+00
-2.672759188252742391e+01,2.485900602125660885e+00
-2.745607273777770274e+01,3.692100281215639601e+00
-2.551077256023241802e+01,-2.939606995366883080e+00
-2.870997676482291538e+01,-2.073360744854312987e+00
-2.946086160033558699e+01,1.155716289014231402e+00
-2.631597498313494299e+01,-2.544287207780531634e+00
-3.141666427315117716e+01,-3.927719836318077196e+00
-2.982222240699247706e+01,-5.064844379383408146e+00
-2.714676784343588878e+01,-4.202251959842518758e+00
-2.831847725319783748e+01,-3.074663759301722241e-03
-2.615044119610915274e+01,3.085651116140659123e-01
-3.018208826089172447e+01,-5.068939070539061120e+00
-2.984379465267214471e+01,-6.344968065959492032e-01
-2.696511325256666680e+01,-1.953790642826313650e+00
-2.847854234599243739e+01,2.626695127036764443e+00
-2.776188445833347984e+01,1.178228319528891532e+01
-2.745558347471530780e+01,4.741247109052063813e+00
-3.084664951148736023e+01,-5.482052803180185840e+00
-2.359667090646364329e+01,-2.681552219587709729e+00
-2.773908759907989463e+01,1.005666783622002214e+01
-2.596316257864945953e+01,4.669576842500000602e-01
-2.939657211297555151e+01,1.717268869946286358e+00
-3.398499905851509340e+01,-5.085032045832099890e+00
-2.800012098412743100e+01,-4.376074024737045681e-02
-2.817378081456584837e+01,-2.249694539330827858e+00
-2.959094375877692684e+01,-4.173942896496888544e+00
-3.130730414642728476e+01,-5.875345814385008580e+00
-2.522097522527513647e+01,2.101837690863714414e+00
-2.800507332328109200e+01,-3.703491559607091865e+00
-2.825125550253447670e+01,-3.678685108406102522e+00
-2.803434239282922391e+01,-2.107098853195132904e+00
-3.017697685024652543e+01,-5.642959896881805548e+00
-3.231802244295064241e+01,1.323949881926600680e+00
-2.871148741930571546e+01,-4.935881213302629966e+00
-3.250872673439567251e+01,-4.097235069530633211e+00
-3.351331566194799905e+01,-5.951736943111313849e+00
-2.899775233058241852e+01,-2.648369760851345678e+00
-2.717657824468357575e+01,-3.795576485946795309e+00
-3.000601099333717059e+01,-4.023396733036971540e+00
-2.812629423997307043e+01,-3.652999114755179466e+00
-3.288525883437966968e+01,-3.945467401512567918e+00
-2.730789608789663703e+01,-2.954443136822169524e+00
-2.494006864135370449e+01,-2.223348696954974724e+00
-2.529876062934320302e+01,-2.941785411663787819e+00
-3.174099174310614302e+01,-5.446264651412834057e-02
-2.751821729122363536e+01,-1.782892732541733638e+00
-2.432271145923269628e+01,-2.801849402843737291e+00
-2.705116602150098259e+01,-1.342373804960387496e+00
-2.945617791799286422e+01,-4.338774765875224482e+00
-2.750307085542395313e+01,9.684319363028481842e-01
-2.641129704868359340e+01,-2.986471960548235050e+00
-2.590483483652496943e+01,-3.597868207657534789e+00
-2.914340975231126762e+01,-3.282983081455188135e+00
-2.447226827500245250e+01,-1.911530286056593919e+00
-2.832350494881873715e+01,9.549928318923766923e+00
-2.579350084106785346e+01,-3.386345099948551596e+00
-2.415122088337272288e+01,-3.847386624732433424e-01
-2.710110769314413659e+01,2.469095911953912703e-01
-2.852102083624164308e+01,-2.210115615162889124e+00
-2.745887281602126251e+01,-2.058842692071505276e+00
-2.814744429385523716e+01,3.360951424633989437e-01
-2.757825071068566558e+01,2.081919718841044098e+00
-3.145809387947201685e+01,-1.936306864171969400e+00
-2.696699252205657160e+01,2.272647453536174478e+00
-2.583689456844287591e+01,3.922193654203522506e+00
-2.608452073825186091e+01,-7.287062180795261801e-01
-2.991512056842083211e+01,1.096668536855636589e+00
-2.769630907180846791e+01,-3.748849962306878503e+00
-3.001603601755776296e+01,-2.978734046833487081e+00
-2.704479977259698842e+01,-1.881308232098158673e+00
-2.764625489021337401e+01,-1.108012275582471506e+00
-2.636556062774988618e+01,2.719020206583647958e+00
-2.804010298728670136e+01,-3.776527207606865666e+00
-2.913298185998982959e+01,-3.731807267245236259e-01
-2.890016306231993681e+01,-2.270548606625097943e+00
-2.651820407682660630e+01,1.022655459070706563e+01
-3.324607025473591904e+01,-6.104044000131776393e+00
-2.808075551150465543e+01,-2.221377983799724731e+00
-2.699915230171520619e+01,1.172928688906665684e+01
-3.213042866482155091e+01,-6.257159612145450467e+00
-2.582422842757209835e+01,6.287796429679567645e+00
-2.462295112856257973e+01,7.350136437713586934e-01
-3.061390446477989968e+01,-1.093378649204383768e+00
-2.730588293600744620e+01,4.638903196815713947e+00
-3.183330550341869625e+01,-3.366660361093147369e+00
-3.033368315596373321e+01,-1.157791924503822178e+00
-2.645842748412169954e+01,2.610782297071012059e-01
-2.516608735347147885e+01,8.676313075605024849e+00
-3.530943318858717817e+01,1.837985274487428322e+00
-2.469009892264728734e+01,1.131095174165785533e+00
-3.275971333842082345e+01,4.328474308145003890e-01
-3.243147863721581103e+01,-2.477930898374473223e+00
-3.161675685232505018e+01,3.658406032797657526e-01
-2.958939741629470532e+01,1.003258313131156498e+01
-2.953685596745782860e+01,-2.904715559677087278e+00
-2.863454883976586274e+01,-5.070934525259281678e+00
-3.030585297507813891e+01,1.027114442533856087e+00
-2.908810609658071300e+01,-2.390532282227613603e+00
-2.949645487404034228e+01,-5.399671547036177799e-02
-2.704916024981341494e+01,-3.202141267019194881e+00
-2.458389461019724465e+01,1.797907522893160692e-01
-2.507018172993824479e+01,-3.260123239393287520e+00
-2.618948259594434447e+01,-1.953328459232112291e+00
-3.279326599436333112e+01,2.951487658063435493e+00
-2.852178889790284799e+01,-3.751246822754840671e-01
-2.622031064964534153e+01,-3.189397636693194205e+00
-2.700944891755769461e+01,8.045567105863012713e+00
-2.717995736197332945e+01,4.662211821365114695e+00
-2.747231780201605389e+01,1.760001083001480060e+00
-2.899603239393064769e+01,-1.574595956160142363e+00
-3.157123789506391986e+01,6.210272794478023606e+00
-2.411236685140319480e+01,1.133487497300174729e+00
-2.877124964503618543e+01,7.547940880638236649e+00
-2.687857900716953807e+01,-1.580370033828476073e+00
-3.032230330861726486e+01,-1.457432311349525555e+00
-2.648390129356274869e+01,2.873241190958327196e-01
-2.863962857653576677e+01,-4.557442169927446329e+00
-2.881094337756150026e+01,-3.552695661303572061e-01
-2.970686593289575939e+01,6.547620727956544151e+00
-2.720027149980175807e+01,4.056355682219976444e+00
-2.473117058308760718e+01,1.528254918662147244e+00
-2.534184709938200797e+01,-2.107455046102677976e+00
-3.030556365691053244e+01,5.748747560471668683e-01
-2.294905131340281557e+01,7.708196041988778224e-02
-2.553351724669650835e+01,2.354676609928441078e+00
-2.536918053044060883e+01,2.006236056217000296e+01
-3.053301822268652543e+01,-4.449654870533890971e+00
-2.699490035130607879e+01,4.810943723205736156e-01
-2.885543672758419476e+01,-2.756111024431820766e+00
-2.580132281109033343e+01,1.116583020000407656e+00
-2.557575786843526089e+01,1.962657070160219064e+01
-2.694244616318097130e+01,-3.768598563649058431e+00
-2.459897863163357812e+01,-2.853061880847809650e+00
-2.554153646165095992e+01,-1.586892725703636708e+00
-2.816760536285609717e+01,1.135196029399421214e+00
-2.596537370925523192e+01,2.528781092379482232e+00
-2.581669788071483396e+01,1.298208388557030446e+01
-2.714388311829108602e+01,-2.613300053213563068e+00
-2.201605651302860878e+01,6.885354708620032849e-01
-2.593310363163681131e+01,3.936759152465567624e+00
-2.872780410751743929e+01,-2.531921134401982076e+00
-2.813009288403991803e+01,3.399093227551020391e+00
-2.930844250022773068e+01,-4.274740123388179214e+00
-2.119961141822929918e+01,-1.360921968126977744e+00
-2.598490301213501041e+01,1.143516494265167438e+01
-2.804999056088208320e+01,3.566631959652734718e+00
-2.625199036717642898e+01,5.913746915646508340e-01
